5	15163	115086
5	215108	315033
5	415138	515038
5	615081	715003
5	815047	914970
5	1015034	1114934
5	1215062	1314983
5	1415034	1514949
5	1614950	1714873
5	1814936	1914840
5	2014881	2114805
5	2214847	2314771
5	2414856	2514777
5	2614800	2714735
5	2814786	2914708
5	3014752	3114673
5	3214738	3314659
5	3414734	3514647
5	3614711	3714637
5	3814697	3914637
5	4014662	4114585
5	4214650	4314572
5	4414659	4514580
5	4614684	4714607
5	4814672	4914592
5	5014657	5114579
5	5214664	5314588
5	5414638	5514553
5	5614637	5714559
5	5814635	5914547
5	6014633	6114535
5	6214635	6314540
5	6414605	6514536
5	6614571	6714493
5	6814535	6914457
5	7014480	7114403
5	7214488	7314409
5	7414474	7514397
5	7614434	7714341
5	7814405	7914334
5	8014370	8114293
5	8214376	8314299
5	8414363	8514285
5	8614350	8714271
5	8814336	8914260
5	9014344	9114265
5	9214334	9314253
5	9414335	9514239
5	9614262	9714184
5	9814249	9914170
5	10014256	10114178
5	10214237	10314142
5	10414186	10514108
5	10614194	10714135
5	10814180	10914103
5	11014186	11114109
5	11214154	11314074
5	11414139	11514061
5	11614105	11714036
5	11814137	11914035
5	12014139	12114063
5	12214168	12314091
5	12414155	12514076
5	12614142	12714064
5	12814086	12914007
5	13014051	13113973
5	13214058	13313981
5	13414086	13514008
5	13614011	13713935
5	13814035	13913940
5	14013984	14113906
5	14213949	14313872
5	14413935	14513838
5	14613901	14713834
5	14813844	14913767
5	15013810	15113735
5	15213776	15313698
5	15413743	15513665
5	15613734	15713650
5	15813734	15913636
5	16013681	16113603
5	16213667	16313589
5	16413591	16513537
5	16613634	16713542
5	16813605	16913534
5	17013592	17113535
5	17213536	17313459
5	17413535	17513446
5	17613490	17713433
5	17813476	17913397
5	18013434	18113343
5	18213405	18313338
5	18413437	18513336
5	18613399	18713334
5	18813387	18913308
5	19013352	19113273
5	19213335	19313239
5	19413303	19513234
5	19613291	19713240
5	19813277	19913198
5	20013242	20113164
5	20213239	20313151
5	20413195	20513136
5	20613179	20713103
5	20813168	20913090
5	21013153	21113076
5	21213135	21313041
5	21413084	21513008
5	21613091	21713035
5	21813078	21913000
5	22013043	22112967
5	22213034	22312952
5	22413035	22512939
5	22613034	22712945
5	22813011	22912937
5	23012954	23112878
5	23212940	23312864
5	23412907	23512834
5	23612874	23712796
5	23812837	23912760
5	24012783	24112705
5	24212735	24312649
5	24412735	24512656
5	24612736	24712644
5	24812687	24912608
5	25012653	25112575
5	25212659	25312581
5	25412604	25512534
5	25612549	25712472
5	25812538	25912458
5	26012536	26112444
5	26212508	26312434
5	26412453	26512375
5	26612436	26712340
5	26812362	26912284
5	27012334	27112252
5	27212335	27312239
5	27412261	27512182
5	27612235	27712148
5	27812238	27912155
5	28012235	28112141
5	28212234	28312148
5	28412171	28512094
5	28612159	28712079
5	28812164	28912087
5	29012109	29112037
5	29212075	29311996
5	29412062	29511983
5	29611985	29711907
5	29811938	29911852
5	30011935	30111838
5	30211862	30311785
5	30411848	30511771
5	30611834	30711757
5	30811800	30911736
5	31011807	31111737
5	31211773	31311694
5	31411758	31511681
5	31611744	31711667
5	31811735	31911655
5	32011698	32111635
5	32211683	32311605
5	32411690	32511639
5	32611657	32711578
5	32811642	32911565
5	33011638	33111551
5	33211637	33311537
5	33411635	33511545
5	33611567	33711489
5	33811535	33911456
5	34011479	34111400
5	34211485	34311408
5	34411492	34511434
5	34611478	34711401
5	34811445	34911367
5	35011452	35111375
5	35211434	35311340
5	35411403	35511335
5	35611391	35711335
5	35811376	35911299
5	36011335	36111243
5	36211335	36311252
5	36411234	36511155
5	36611198	36711135
5	36811183	36911107
5	37011192	37111135
5	37211199	37311135
5	37411207	37511139
5	37611192	37711136
5	37811198	37911134
5	38011206	38111134
5	38211234	38311137
5	38411199	38511135
5	38611185	38711108
5	38811151	38911075
5	39011097	39111038
5	39211041	39310965
5	39411049	39510970
5	39611038	39710937
5	39811000	39910936
5	40010946	40110867
5	40210953	40310876
5	40410897	40510834
5	40610841	40710765
5	40810835	40910752
5	41010837	41110758
5	41210844	41310766
5	41410787	41510710
5	41610773	41710697
5	41810741	41910662
5	42010747	42110670
5	42210735	42310655
5	42410698	42510636
5	42610685	42710607
5	42810693	42910634
5	43010596	43110534
5	43210540	43310463
5	43410537	43510450
5	43610534	43710435
5	43810536	43910442
5	44010535	44110449
5	44210535	44310437
5	44410459	44510380
5	44610404	44710338
5	44810411	44910334
5	45010377	45110299
5	45210342	45310265
5	45410335	45510250
5	45610273	45710196
5	45810240	45910160
5	46010235	46110146
5	46210169	46310091
5	46410157	46510077
5	46610144	46710066
5	46810088	46910011
5	47010053	47109974
5	47210038	47309962
5	47410035	47509948
5	47610055	47709976
5	47810040	47909963
5	48010005	48109938
5	48209971	48309893
5	48409938	48509860
5	48609987	48709907
5	48809971	48909894
5	49009939	49109861
5	49209935	49309846
5	49409910	49509834
5	49609935	49709841
5	49809905	49909834
5	50009936	50109855
5	50209939	50309863
5	50409947	50509869
5	50609933	50709855
5	50809935	50909841
5	51009906	51109835
5	51209892	51309834
5	51409858	51509780
5	51609845	51709766
5	51809836	51909752
5	52009834	52109738
5	52209804	52309736
5	52409810	52509738
5	52609776	52709699
5	52809784	52909707
5	53009771	53109693
5	53209736	53309657
5	53409702	53509634
5	53609709	53709635
5	53809634	53909555
5	54009598	54109535
5	54209635	54309549
5	54409636	54509536
5	54609600	54709535
5	54809563	54909487
5	55009550	55109474
5	55209535	55309438
5	55409482	55509403
5	55609448	55709369
5	55809434	55909341
5	56009399	56109336
5	56209387	56309309
5	56409351	56509275
5	56609276	56709197
5	56809242	56909164
5	57009249	57109170
5	57209234	57309157
5	57409200	57509134
5	57609165	57709089
5	57809153	57909074
5	58009138	58109060
5	58209139	58309048
5	58409135	58509054
5	58609056	58708979
5	58809043	58908964
5	59009034	59108952
5	59208995	59308934
5	59408961	59508882
5	59608947	59708870
5	59808934	59908856
