5	288905	325234
5	678796	715235
5	1078746	1105274
5	1478735	1505345
5	1878735	1905359
5	2278602	2305335
5	2678575	2705371
5	3078444	3105369
5	3478875	3505303
5	3878806	3905238
5	4278835	4305345
5	4678710	4705337
5	5078661	5105356
5	5478535	5505257
5	5878462	5905288
5	6278436	6305240
5	6678406	6705334
5	7078296	7105391
5	7478748	7505372
5	7878637	7905343
5	8268589	8305384
5	8668581	8695309
5	9068492	9095434
5	9468466	9495392
5	9868355	9895380
5	10268306	10295402
5	10668258	10695485
5	11068271	11095499
5	11468744	11495572
5	11868760	11895654
5	12268669	12295596
5	12668559	12695585
5	13068435	13095554
5	13468483	13495579
5	13868437	13895661
5	14268408	14295636
5	14658276	14695603
5	15058206	15085637
5	15458701	15485695
5	15858636	15885758
5	16258645	16285773
5	16658597	16685893
5	17058445	17085872
5	17458436	17485845
5	17858333	17885755
5	18258300	18285897
5	18658337	18685911
5	19058204	19085935
5	19458238	19485445
5	19858089	19885484
5	20258082	20285476
5	20658036	20685508
5	21058005	21085534
5	21457937	21485562
5	21857867	21885563
5	22257777	22285504
5	22657750	22685545
5	23057744	23085639
5	23457674	23485169
5	23857634	23885153
5	24257635	24285146
5	24657489	24685184
5	25057440	25085237
5	25457309	25485135
5	25857302	25885139
5	26257212	26285209
5	26657185	26685211
5	27057054	27085180
5	27452756	27484683
5	27852737	27880454
5	28252680	28280505
5	28652652	28680549
5	29052563	29080559
5	29452437	29480557
5	29852406	29880535
5	30252335	30280461
5	30652308	30680537
5	31052759	31080555
5	31452691	31480635
5	31852663	31880589
5	32252534	32280558
5	32652482	32680609
5	33052393	33080634
5	33452365	33480563
5	33842334	33880643
5	34242291	34270690
5	34642161	34670586
5	35042569	35070596
5	35442481	35470607
5	35842435	35870637
5	36242334	36270548
5	36642340	36670637
5	37042204	37070635
5	37442198	37470594
5	37842067	37870592
5	38241977	38270570
5	38641844	38670540
5	39042275	39070502
5	39442207	39470501
5	39842138	39870563
5	40242069	40270494
5	40642038	40670546
5	41041972	41070499
5	41441861	41470557
5	41841838	41870539
5	42241744	42270571
5	42641675	42670502
5	43041564	43070060
5	43441599	43470095
5	43841535	43870157
5	44241537	44270151
5	44641393	44670189
5	45041303	45070135
5	45441255	45470180
5	45841249	45870173
5	46241158	46270253
5	46641171	46670199
5	47041034	47069646
5	47440993	47469735
5	47840861	47869688
5	48240837	48269738
5	48640681	48669609
5	49040655	49069580
5	49440565	49469590
5	49840474	49869700
5	50240384	50269579
5	50640252	50669579
5	51040206	51069034
5	51440137	51469111
5	51840067	51869093
5	52239998	52269093
5	52639909	52669036
5	53039839	53069065
5	53439811	53469039
5	53839763	53869158
5	54239694	54269137
5	54639604	54669135
5	55039599	55068636
5	55439466	55468663
5	55839439	55868566
5	56239371	56268697
5	56639434	56668652
5	57039358	57068784
5	57439309	57468805
5	57839197	57868794
5	58239149	58268746
5	58639603	58668836
5	59039634	59068843
5	59439568	59468895
5	59839540	59868966
